name1,name2,is_match,cosine_sim,sbert_sim,jaro_sim,levenshtein,first_letter_match,len_diff,soundex_match,metaphone_match,token_set_ratio,lcs,jaccard,ngram_overlap,predicted_match
subhashini,s subashini,1,0.622549922,0.45587453,0.848787879,3,1,1,0,0,0.86,6,0,0.416666667,1
shanawaz,shahnawaz,1,0.659241265,0.5854362,0.974074074,1,1,1,1,1,0.94,5,0,0.444444444,1
vanitha anban,a vanitha,1,0.705341869,0.72614455,0.709757835,8,0,4,0,0,0.88,7,0.333333333,0.384615385,1
chowdappa pothuri,p chowdappa,1,0.738760572,0.83141387,0.699108734,10,0,6,0,0,0.9,9,0.333333333,0.411764706,1
sayak premkumar,premkumar s,1,0.793813513,0.76259327,0.725252525,8,0,4,0,0,0.9,9,0.333333333,0.466666667,1
murugadas,r murugadass,1,0.816497627,0.8463963,0.87962963,3,0,3,0,0,0.86,9,0,0.7,1
shraddha modi,m shraddha,1,0.795313288,0.7402892,0.805128205,7,0,3,0,0,0.89,8,0.333333333,0.461538462,1
sreedevi pullot,p sreedevi,1,0.687785486,0.73399305,0.777777778,9,0,5,0,0,0.89,8,0.333333333,0.4,1
gokul krishna,gokula krishnan c,1,0.77233553,0.84470683,0.891402715,4,1,4,1,0,0.87,8,0,0.529411765,1
prabhakar raju,r prabhakar,1,0.809094014,0.6962184,0.741125541,7,0,3,0,0,0.9,9,0.333333333,0.5,1
chitra soni,s chitra,1,0.751606228,0.75397503,0.765151515,7,0,3,0,0,0.86,6,0.333333333,0.363636364,1
seema ramakrishnan,s r ramakrishnan,1,0.771841608,0.8353262,0.788690476,4,1,2,0,0,0.86,13,0.25,0.578947368,1
vidya balasubramanian,v balasubramanian,1,0.840389434,0.76141226,0.819327731,4,1,4,0,0,0.94,16,0.333333333,0.7,1
vasu subramanian,v subramanian,1,0.822292114,0.78712887,0.851442308,3,1,3,0,0,0.92,12,0.333333333,0.666666667,1
aravindh babu,aravindha babu n,1,0.84870178,0.8875845,0.947115385,3,1,3,1,0,0.9,8,0.25,0.5625,1
davidson vinodh bennett,b davidson vinodh,1,0.787192922,0.7864509,0.712276215,10,0,6,0,0,0.94,15,0.5,0.565217391,1
sathiyamurthy,b sathiyamurthi,1,0.861338005,0.80957747,0.907692308,3,0,2,0,0,0.86,12,0,0.769230769,1
leslie anand eugine,e leslie anand,1,0.750218234,0.85875386,0.769423559,9,0,5,0,0,0.92,12,0.5,0.526315789,1
priya lakshmi,g lakshmi priya,1,0.972718328,0.9054121,0.615954416,11,0,2,0,0,1,8,0.666666667,0.6,1
suganyaa,j suganya,1,0.731170195,0.79677594,0.884259259,3,0,1,0,0,0.82,7,0,0.625,1
ambikapathi,p ambikapathy,1,0.863068253,0.61137694,0.892773893,3,0,2,0,0,0.83,10,0,0.666666667,1
sathya ramachandran,s t ramachandran,1,0.75363663,0.81338537,0.818092105,4,1,3,1,0,0.86,13,0.25,0.55,1
rajalakshmi veda,v rajalakshmi,1,0.798689001,0.7414056,0.844551282,7,0,3,0,0,0.92,11,0.333333333,0.5625,1
kalpana jetty,j kalpana,1,0.692615176,0.6676694,0.772079772,8,0,4,0,0,0.88,7,0.333333333,0.384615385,1
ravichandran ganesan,g ravichandran,1,0.785552786,0.81527543,0.819047619,10,0,6,0,0,0.92,12,0.333333333,0.5,1
raguraman,b raghuraman,1,0.503512591,0.63889074,0.916666667,3,0,3,0,0,0.86,6,0,0.416666667,1
arasakumar chelliah,c arasakumar,1,0.619404738,0.8092085,0.786549708,11,0,7,0,0,0.91,10,0.333333333,0.421052632,1
shahlini,g shalini,1,0.409826564,0.6427711,0.884259259,3,0,1,0,0,0.82,4,0,0.3,1
hemachithra,j hemachitra,1,0.699254859,0.77327883,0.914141414,3,0,1,0,0,0.87,8,0,0.461538462,1
devasenan,s devasena,1,0.858660927,0.77820283,0.812962963,3,0,1,0,0,0.84,8,0,0.666666667,1
chandaralekha,k chandralekha,1,0.765879605,0.7041621,0.843406593,3,0,1,0,0,0.89,7,0,0.533333333,1
jayasree,k jayashree,1,0.556671937,0.8269221,0.909090909,3,0,3,0,0,0.84,5,0,0.363636364,1
muthukumar ramana,muthukumar r,1,0.856141981,0.72883105,0.941176471,5,1,5,1,0,0.91,12,0.333333333,0.666666667,1
revathi s kumar,s revathi,1,0.901967717,0.71509695,0.640740741,10,0,6,0,0,1,7,0.666666667,0.333333333,1
narender singh,y narendar singh,1,0.708129663,0.85837746,0.811126374,3,0,2,0,1,0.87,7,0.25,0.529411765,1
kalyani ramakrishnan,k n ramakrishnan,1,0.727803061,0.89141095,0.78625,5,1,4,0,0,0.86,13,0.25,0.523809524,1
abdul rub,abdul r,1,0.783259022,0.67328215,0.955555556,2,1,2,1,0,0.88,7,0.333333333,0.714285714,1
kalaimathy,i kalaimathi,1,0.825016157,0.8119677,0.809259259,3,0,2,0,0,0.82,9,0,0.636363636,1
priya ramakrishnan,ramakrishnan p,1,0.830651388,0.8954808,0.755392755,8,0,4,0,0,0.92,12,0.333333333,0.555555556,1
sri pavithra,s pavithra,1,0.867042992,0.7704474,0.89,2,1,2,0,0,0.91,9,0.333333333,0.636363636,1
vikram raj,vikram r,1,0.866320999,0.8512639,0.96,2,1,2,1,0,0.89,8,0.333333333,0.75,1
balamurugan kandan,k balamurugan,1,0.841166902,0.8646507,0.819088319,9,0,5,0,0,0.92,11,0.333333333,0.5,1
manivannan rajee,r manivannan,1,0.833301417,0.76043993,0.819444444,8,0,4,0,0,0.91,10,0.333333333,0.5,1
sarath babu,t m sharath babu,1,0.778396516,0.66198325,0.804924242,5,0,5,0,0,0.81,10,0.2,0.533333333,1
abinaya balamurugan,a r balamurugan,1,0.760034301,0.7583003,0.772955466,6,1,4,0,0,0.85,12,0.25,0.5,1
pon divya,divya p,1,0.751623792,0.8296843,0.417989418,6,0,2,0,0,0.88,5,0.333333333,0.333333333,1
sridevi manian,sridevi m,1,0.787983585,0.7918691,0.928571429,5,1,5,1,0,0.88,9,0.333333333,0.583333333,1
anita balachandran,a balachandran,1,0.835264695,0.7210986,0.804761905,4,1,4,0,0,0.92,14,0.333333333,0.75,1
durai babu mukkara,durai babu m,1,0.737493779,0.86586285,0.933333333,6,1,6,1,0,0.91,12,0.5,0.625,1
vinod babu,b vinod,1,0.732416209,0.72895974,0.652380952,7,0,3,0,0,0.83,5,0.333333333,0.3,1
devandiran,devandran dr,1,0.573993206,0.7061719,0.93,4,1,2,1,0,0.82,6,0,0.384615385,1
mohamed akbar khalifulla jamla,j m akbar khalifulla,1,0.781771539,0.8652254,0.685185185,12,0,10,0,0,0.89,17,0.333333333,0.483870968,1
sri rekha,s rekha,1,0.799430818,0.84654593,0.89047619,2,1,2,0,0,0.88,6,0.333333333,0.5,1
durgavathi chandra kumar,c durgavathi,1,0.81152199,0.688447,0.694444444,16,0,12,0,0,0.91,10,0.25,0.333333333,1
thirupathy,c thirupathi,1,0.824994695,0.731303,0.883333333,3,0,2,0,0,0.82,9,0,0.7,1
kavitha chelladurai,chelladurai k,1,0.827252378,0.79195285,0.68488529,10,0,6,0,0,0.92,11,0.333333333,0.473684211,1
prabhu ratnavelu,p ratnavelu,1,0.840449488,0.7677437,0.769886364,5,1,5,0,0,0.9,10,0.333333333,0.533333333,1
tarun murali,t murali,1,0.702342039,0.68772364,0.825,4,1,4,0,0,0.86,7,0.333333333,0.454545455,1
alladi jayanthi,jayanthi a,1,0.664052559,0.8720007,0.611111111,9,0,5,0,0,0.89,8,0.333333333,0.4,1
vijayakumar sethu,s vijayakumar,1,0.746266049,0.8348595,0.83107089,8,0,4,0,0,0.92,11,0.333333333,0.529411765,1
balu subramanian,subramaniam balu,1,0.850517287,0.88898665,0.746794872,11,0,0,0,0,0.94,10,0.333333333,0.555555556,1
mohan vinod kumar,m vinod,1,0.706579515,0.55289674,0.737815126,10,1,10,0,0,0.83,6,0.25,0.25,1
mohammed ashif,r mohammed asif,1,0.698361216,0.72152436,0.931746032,3,0,1,0,0,0.9,11,0.25,0.5625,1
selvi kandasamy,kandasamy s,1,0.749582059,0.7309029,0.75959596,8,0,4,0,0,0.9,9,0.333333333,0.466666667,1
nilofer,nilufer,1,0.333651808,0.8831204,0.933333333,1,1,0,1,1,0.86,3,0,0.25,1
renish darby,renish derby,1,0.675402941,0.4439605,0.966666667,1,1,0,1,1,0.92,8,0.333333333,0.538461538,1
kavitha kannan,kavitha k,1,0.767624805,0.797956,0.928571429,5,1,5,1,0,0.88,9,0.333333333,0.583333333,1
vikram anbazhagan,v anbazhagan,1,0.842834861,0.7042682,0.786764706,5,1,5,0,0,0.91,11,0.333333333,0.5625,1
shanmughapriya,shanmugapriya k,1,0.662896058,0.73987204,0.959047619,3,1,1,1,0,0.9,7,0,0.5625,1
ramkumar sekar,ramkumar s,1,0.795124312,0.7898475,0.942857143,4,1,4,1,0,0.89,10,0.333333333,0.666666667,1
abraham jebakumar robert,r abraham jebakumar,1,0.783031802,0.8914717,0.73245614,9,0,5,0,0,0.94,17,0.5,0.625,1
prabu sankar,p prabhu sanker,1,0.411587044,0.8150075,0.840454545,4,1,3,0,0,0.81,6,0,0.352941176,1
raja purushothaman,r purushothaman,1,0.921086998,0.7853217,0.83,3,1,3,0,0,0.93,14,0.333333333,0.705882353,1
preetthi,g preethi,1,0.577445688,0.46690682,0.884259259,3,0,1,0,0,0.82,5,0,0.444444444,1
selvin prabhakaran,prabhakaran s,1,0.701485438,0.74843025,0.724358974,9,0,5,0,0,0.92,11,0.333333333,0.5,1
vijayasankar muthu,vijayashankar m,1,0.610188208,0.75652975,0.942222222,5,1,3,1,0,0.85,7,0,0.526315789,1
kala akrishnan,k akrishnan,1,0.833725435,0.8433957,0.826623377,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
raja lakshni,raja lakshmi,1,0.603447047,0.59237623,0.966666667,1,1,0,1,0,0.92,10,0.333333333,0.666666667,1
veera venkatesh,v venkatessh,1,0.57395629,0.7353656,0.785909091,5,1,3,0,0,0.81,9,0,0.4375,1
robert wilson sundaram,s robert wilson,1,0.882478498,0.7374065,0.738383838,11,0,7,0,0,0.93,13,0.5,0.5,1
balamurugan muthuram,balamurugan m r,1,0.760438973,0.7652419,0.926666667,6,1,5,1,0,0.85,13,0.25,0.55,1
kabila haridas,haridas k,1,0.684609307,0.827005,0.576719577,9,0,5,0,0,0.88,7,0.333333333,0.357142857,1
bharathi priya,p bharathi,1,0.734398917,0.8446703,0.79047619,8,0,4,0,0,0.89,8,0.333333333,0.428571429,1
malarkodi loganathan,r m loganathan,1,0.631894102,0.63027143,0.731318681,8,0,6,0,0,0.83,11,0.25,0.428571429,1
usha devi gopalan,usha devi g,1,0.700417719,0.78520316,0.929411765,6,1,6,1,0,0.9,11,0.5,0.6,1
anbu priya,a anu priya,1,0.553301675,0.8329955,0.882121212,3,1,1,0,0,0.86,7,0.25,0.416666667,1
gowri annamalai,g annaamalai,1,0.496063789,0.5706329,0.840454545,5,1,3,0,0,0.81,6,0,0.4375,1
rhevathi,b revathi,1,0.478729006,0.4433515,0.884259259,3,0,1,0,0,0.82,6,0,0.444444444,1
arun jayakumar,a jayakumar,1,0.796810831,0.77062994,0.853896104,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
latha raju,r latha,1,0.742459681,0.5972185,0.652380952,7,0,3,0,0,0.83,5,0.333333333,0.3,1
edith bernadette jasmine arthur david,edith b jasmine a d,1,0.597652905,0.6788141,0.850071124,18,1,18,1,0,0.81,10,0.25,0.333333333,1
vasanthakumari,k vasanthakumar,1,0.887409406,0.83002466,0.931746032,3,0,1,0,0,0.9,13,0,0.785714286,1
surya ram,surya r,1,0.853402519,0.7757273,0.955555556,2,1,2,0,0,0.88,7,0.333333333,0.714285714,1
vijay prabhu,v prabhu,1,0.732409821,0.6831547,0.825,4,1,4,0,0,0.86,7,0.333333333,0.454545455,1
ramesh karki,k ramesh,1,0.576050053,0.78979766,0.676587302,8,0,4,0,0,0.86,6,0.333333333,0.333333333,1
geetha rajaram,g rajaram,1,0.672622253,0.76718765,0.792857143,5,1,5,0,0,0.88,8,0.333333333,0.461538462,1
dhiinesh,dhinesh d,1,0.513655003,0.82053936,0.918981481,3,1,1,0,0,0.82,5,0,0.444444444,1
gita bhaskaran,g baskaran,1,0.515548195,0.7324704,0.794285714,4,1,4,0,0,0.83,7,0,0.333333333,1
gaayathri,gayathri k,1,0.630240424,0.29671946,0.883703704,3,1,1,0,0,0.84,7,0,0.5,1
gokulan,gogulan,1,0.3808574,0.68440044,0.923809524,1,1,0,1,1,0.86,4,0,0.25,1
shaik dawood,j shaick dawood,1,0.763340477,0.7824936,0.85,3,0,3,0,0,0.89,8,0.25,0.533333333,1
naga lavanya,n lavanya,1,0.806137379,0.7714682,0.825,3,1,3,0,0,0.88,8,0.333333333,0.545454545,1
prema natarajan,p natarajan,1,0.742128598,0.82503504,0.838181818,4,1,4,0,0,0.9,10,0.333333333,0.571428571,1
venkadeswaran,p venkateswaran,1,0.617184174,0.90414566,0.907692308,3,0,2,0,0,0.86,7,0,0.5,1
ravi sivaraman,r sivaraman,1,0.833753472,0.79918694,0.826623377,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
rubha,r subha,1,0.494562471,0.4358541,0.914285714,2,1,2,0,0,0.83,4,0,0.333333333,1
selva kumar ganesan,s ganesan,1,0.656344376,0.6907395,0.605263158,10,1,10,0,0,0.88,8,0.25,0.333333333,1
savya ravindran,s ravindran,1,0.695668737,0.79539454,0.810909091,4,1,4,0,0,0.9,10,0.333333333,0.571428571,1
thamizhkumaran,tamizhkumaran j,1,0.830161906,0.6686497,0.892417582,3,1,1,1,0,0.9,12,0,0.666666667,1
gridharan,v giridharan,1,0.533903001,0.610116,0.87962963,3,0,3,0,0,0.86,8,0,0.545454545,1
parvathy devi,p parvathi devi,1,0.849622274,0.86007285,0.866923077,3,1,2,0,0,0.86,7,0.25,0.5,1
geetha sivaraman,sivaraman g,1,0.705140868,0.7691257,0.711363636,9,0,5,0,0,0.9,9,0.333333333,0.4375,1
vijaya ponnusamy,v ponnusamy,1,0.856296223,0.5794316,0.769886364,5,1,5,0,0,0.9,10,0.333333333,0.533333333,1
hussain ahmed,a ahamed hussain,1,0.753313158,0.74498403,0.538461538,14,0,3,0,0,0.9,7,0.25,0.388888889,1
ezhilarasy,ezhilarasi j,1,0.741094332,0.8088094,0.93,3,1,2,1,0,0.82,9,0,0.636363636,1
ganeshraj,b ganeshraja,1,0.836697869,0.8538769,0.916666667,3,0,3,0,0,0.86,9,0,0.7,1
gnanavinayagan,gnanavinayagam s,1,0.878340723,0.9246464,0.948214286,3,1,2,1,0,0.87,13,0,0.733333333,1
sivaram krishnan,p sivarama krishnan,1,0.89380266,0.9170698,0.801535088,3,0,3,0,0,0.91,9,0.25,0.631578947,1
adhithyan,c adithyan,1,0.564323866,0.40445888,0.85462963,3,0,1,0,0,0.84,6,0,0.363636364,1
kalaivaani,j kalaivani,1,0.700872539,0.76924026,0.906060606,3,0,1,0,0,0.86,7,0,0.545454545,1
nedunchezhiyan,v nedunchezhian,1,0.82376392,0.8200051,0.931746032,3,0,1,0,0,0.9,11,0,0.5625,1
abdul munaf babu,b abdul munof,1,0.497666838,0.80382574,0.693036131,8,0,3,0,0,0.83,9,0.2,0.388888889,1
girija nagarajan,g nagarajan,1,0.669840577,0.8416747,0.824431818,5,1,5,0,0,0.9,10,0.333333333,0.533333333,1
samuel d john,j d samuel,1,0.771902372,0.81150496,0.715954416,11,0,3,0,0,0.89,6,0.5,0.357142857,1
kesvan balaraman,k balaraman,1,0.632227469,0.8566265,0.824431818,5,1,5,0,0,0.9,10,0.333333333,0.533333333,1
premraj kuppuraj,p kuppuraj,1,0.763564637,0.80322766,0.7675,6,1,6,0,0,0.89,9,0.333333333,0.5,1
gunasekaran raman,r gunasekaran,1,0.896440475,0.786058,0.83107089,8,0,4,0,0,0.92,11,0.333333333,0.529411765,1
vengadesan,g vangadesan,1,0.658346892,0.57293606,0.735185185,3,0,2,0,0,0.82,8,0,0.5,1
kamalam ramalingam,k ramalingam,1,0.833978468,0.7773537,0.8,6,1,6,0,0,0.91,11,0.333333333,0.6,1
muthusamy palni,p muthuswamy,1,0.471057332,0.73180807,0.783333333,9,0,3,0,0,0.81,6,0,0.277777778,1
vani kumaresan,v kumaresan,1,0.81375567,0.79629064,0.826623377,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
manikandan bose,b manikandan,1,0.741147267,0.71295965,0.833333333,7,0,3,0,0,0.91,10,0.333333333,0.533333333,1
anbu gowtham,a gowtham,1,0.781117649,0.7792805,0.925,3,1,3,0,0,0.88,8,0.333333333,0.545454545,1
shanmugamani,a shanmugakani,1,0.636454111,0.66781104,0.77958153,3,0,2,0,0,0.85,8,0,0.466666667,1
saraswathi kamachi,er sarswathi kamachi,1,0.711941032,0.8300295,0.872657952,4,0,2,0,0,0.89,14,0.25,0.619047619,1
karthikkumar,karthickumar k,1,0.424317522,0.66357225,0.938095238,3,1,2,1,0,0.85,6,0,0.466666667,1
kiruthika devi,kirthika devi m,1,0.662184146,0.764812,0.952222222,3,1,1,1,0,0.9,10,0.25,0.5625,1
malliga meganathan,m meganathan,1,0.724714974,0.7079917,0.8,6,1,6,0,0,0.91,11,0.333333333,0.529411765,1
sugannya,p suganya,1,0.645493312,0.7775991,0.884259259,3,0,1,0,0,0.82,5,0,0.444444444,1
ram kumar sriramulu,r sriramulu,1,0.887002311,0.7241681,0.764593301,8,1,8,0,0,0.9,11,0.25,0.5625,1
suma natarajan,s natarajan,1,0.813823401,0.79700744,0.826623377,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
vikram mariappan,v mariappan,1,0.78947997,0.5538032,0.824431818,5,1,5,0,0,0.9,10,0.333333333,0.533333333,1
vidhya murugan,v murugan,1,0.702004721,0.68088365,0.792857143,5,1,5,0,0,0.88,8,0.333333333,0.461538462,1
raju murugan,r murugan,1,0.817564239,0.738868,0.858333333,3,1,3,0,0,0.88,8,0.333333333,0.545454545,1
mohan krishnamoorthy,m krishnamoorthy,1,0.904958481,0.8253303,0.80875,4,1,4,0,0,0.93,15,0.333333333,0.684210526,1
babu raj,r babu,1,0.822785298,0.76932144,0.686111111,6,0,2,0,0,0.86,4,0.333333333,0.25,1
abdullah,abdulla a,1,0.807992757,0.51844704,0.930555556,2,1,1,1,0,0.82,7,0,0.625,1
syed inayath,i syed iniyath,1,0.651811147,0.76241314,0.77958153,3,0,2,0,0,0.85,7,0.25,0.466666667,1
sekar narayansamy,s narayansamy,1,0.854109017,0.8261532,0.837104072,4,1,4,0,0,0.92,12,0.333333333,0.625,1
priya thangaraj,v p thangaraj,1,0.7699303,0.7184073,0.708313908,5,0,2,0,0,0.82,10,0.25,0.5,1
banu rekha,b rekha,1,0.727904799,0.75787234,0.91,3,1,3,0,0,0.83,6,0.333333333,0.444444444,1
santhalakshmi,m saanthalakshmi,1,0.764688899,0.7187613,0.860576923,3,0,3,0,0,0.9,12,0,0.666666667,1
ramaprabha,s ramprabha,1,0.481101643,0.37883955,0.794949495,3,0,1,0,0,0.86,6,0,0.416666667,1
ramasubramaniam,r ramasubramaniyam,1,0.766452911,0.65374064,0.89,3,1,3,0,0,0.91,13,0,0.5625,1
thirunarayanan raju,thirunarayanan r,1,0.897202775,0.74854076,0.968421053,3,1,3,1,0,0.93,16,0.333333333,0.823529412,1
sivapragasam,v sivaprakasam,1,0.680372661,0.8163073,0.87049062,3,0,2,0,0,0.85,7,0,0.466666667,1
ajay christopher,christopher a,1,0.921503981,0.7018062,0.724358974,7,0,3,0,0,0.92,11,0.333333333,0.5625,1
angayarkanni,m angayerkanni,1,0.644159967,0.6338135,0.87049062,3,0,2,0,0,0.85,6,0,0.466666667,1
peer mohamed shahul hameed,shahul hameed p m,1,0.764321847,0.79195845,0.626696833,17,0,9,0,0,0.87,13,0.333333333,0.48,1
manoj kumar selvaraj,m selvaraj,1,0.752367549,0.6692494,0.522222222,10,1,10,0,0,0.89,9,0.25,0.368421053,1
premkumar sameul,s t premkumar,1,0.655068199,0.77693594,0.631410256,11,0,3,0,0,0.82,9,0.25,0.388888889,1
manivannan varthan,v manivannan,1,0.793285846,0.79177153,0.691077441,10,0,6,0,0,0.91,10,0.333333333,0.444444444,1
sowmithya banu anwar sadiqu,a sowmithya banu,1,0.728012621,0.6833729,0.697530864,15,0,11,0,0,0.93,14,0.4,0.444444444,1
praveen kesav,k praveen,1,0.675122093,0.8349347,0.772079772,8,0,4,0,0,0.88,7,0.333333333,0.384615385,1
mohan jaganathan,m p jaganathan,1,0.831569678,0.7297592,0.782142857,4,1,2,0,0,0.83,11,0.25,0.5625,1
suyamburaja,s suyamburajan,1,0.928020957,0.88422924,0.935714286,3,1,3,0,0,0.88,11,0,0.75,1
sudha vijayakumar,s vijayakumari,1,0.730402452,0.7934146,0.792598578,5,1,3,0,0,0.84,12,0,0.588235294,1
krupanidhi,v kripanidhi,1,0.58329389,0.67698556,0.772222222,3,0,2,0,0,0.82,7,0,0.384615385,1
marudhavanan,k maruthavanan,1,0.595514253,0.8676318,0.900793651,3,0,2,0,0,0.85,7,0,0.466666667,1
karthik ram,r karthik,1,0.873969993,0.7686623,0.705387205,6,0,2,0,0,0.9,7,0.333333333,0.454545455,0
mano vasanthakumar,vasanthakumar m,1,0.833008833,0.791993,0.734757835,7,0,3,0,0,0.93,13,0.333333333,0.611111111,1
bharathi pattabiraman,b pattabiraman,1,0.832593678,0.8422433,0.814285714,7,1,7,0,0,0.92,13,0.333333333,0.55,1
sahu devika,s devika,1,0.775644273,0.7835144,0.918181818,3,1,3,1,0,0.86,7,0.333333333,0.5,1
savitri chandrasekaran,v s t chandrasekaran,1,0.676329818,0.82594824,0.776430976,6,0,2,0,0,0.82,15,0.2,0.52,1
suresh lakshminarayanan,s lakshminarayanan,1,0.885613966,0.81434655,0.851449275,5,1,5,0,0,0.94,17,0.333333333,0.681818182,1
aneesa ansari,a ansari,1,0.666203125,0.82094157,0.809615385,5,1,5,0,0,0.86,8,0.333333333,0.545454545,1
ramannan,b ramanan,1,0.583555511,0.6635779,0.836640212,3,0,1,0,0,0.82,5,0,0.444444444,1
geetha veeraraghavan,g veeraragavan,1,0.61379152,0.6058501,0.781428571,6,1,6,0,0,0.82,9,0,0.428571429,1
murugesan vel u,v murugesan,1,0.831061485,0.7382414,0.806060606,8,0,4,0,0,0.9,9,0.25,0.466666667,1
mohamed shafi afsal,a s t afsal mohamed,1,0.803707789,0.7143161,0.615497076,17,0,0,0,0,0.81,7,0.333333333,0.36,1
prakash babu,b prakash,1,0.708782681,0.86897105,0.787037037,7,0,3,0,0,0.88,7,0.333333333,0.416666667,1
gowri saravanan,g saravanan,1,0.655895301,0.74477816,0.865454545,4,1,4,0,0,0.9,10,0.333333333,0.571428571,1
jason ambrose,j ambrose,1,0.781216539,0.8439436,0.807692308,4,1,4,0,0,0.88,8,0.333333333,0.5,1
sundari kuppan,k sundari,1,0.637001728,0.8697072,0.653439153,9,0,5,0,0,0.88,7,0.333333333,0.357142857,1
balaprakash mohan,m balaprakash,1,0.869341557,0.75273734,0.83107089,8,0,4,0,0,0.92,11,0.333333333,0.529411765,1
rani narayanan,r narayanan,1,0.846490882,0.720932,0.881168831,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
sairam parthasarathy,s parthasarathy,1,0.797229745,0.7035436,0.825,5,1,5,0,0,0.93,14,0.333333333,0.631578947,1
ravi swaminathan,swaminathan c r,1,0.842558705,0.8481418,0.683333333,9,0,1,0,0,0.85,11,0.25,0.5,1
baby shalini,b shalini,1,0.661970755,0.8206988,0.858333333,3,1,3,0,0,0.88,8,0.333333333,0.545454545,1
karthik k m,k karthi,1,0.749112088,0.8093782,0.694264069,7,1,3,0,0,0.84,6,0.25,0.5,1
manochithra,manochitra b,1,0.714152398,0.8225492,0.948484848,3,1,1,1,0,0.87,8,0,0.461538462,1
nithya priya,nithya p,1,0.779567504,0.7990751,0.933333333,4,1,4,0,0,0.86,8,0.333333333,0.6,1
mani chandrasekaran,m chandrasekaran,1,0.902028,0.892227,0.821381579,3,1,3,0,0,0.93,15,0.333333333,0.722222222,1
minu priya,m priya,1,0.628889483,0.78198326,0.824285714,3,1,3,0,0,0.83,6,0.333333333,0.444444444,1
abdul rahaman,a abdul rahman,1,0.741686766,0.60920364,0.886263736,3,1,1,1,0,0.89,9,0.25,0.533333333,1
